simulation_id	longitude	latitude	inclination	distance	mass1	mass2	spin1z	spin2z	Area50	Area70	Area90	Dis50	Dis70	Dis90	Vol50	Vol70	Vol90
1024	2.5055976	0.32320008	3.0438614	6968.5083	23.8079	19.01384	0.035588376	0.27442038	359.9898732	644.08514879	1746.89317677	2411.33614992	3693.31862262	5816.57987857	1.90043514e+09	3.78398087e+09	1.07842952e+10
1025	3.5790403	-0.55795556	1.2955133	1822.4436	15.313502	13.196986	0.11616093	0.000732127	242.94282715	643.66572444	2680.62140492	2224.13980265	3473.15319726	5778.62952789	8.93304544e+08	2.58807764e+09	1.57025503e+10
1027	1.8990052	0.47138393	0.8228342	13972.634	116.0094	53.50909	0.89016676	0.0014935735	248.1920296	490.89955823	1463.47539779	1186.77991629	1811.99272869	2837.2582512	4.25046123e+08	8.96433311e+08	2.44179369e+09
1028	3.5859847	-0.07044035	2.618896	5704.867	103.37186	77.41417	-0.45861626	0.6745186	181.61662345	458.09336203	1187.89338799	1906.31044624	2936.47966801	4681.11672987	6.57586348e+08	1.815784e+09	5.47404538e+09
1029	0.3907811	1.1546705	2.0332918	1122.0199	8.424619	4.5229454	-0.27291957	-0.45628077	667.25692016	1190.48451209	2382.76615559	3321.78303379	5069.93784633	7917.93479109	5.22556223e+09	1.03494618e+10	2.39897751e+10
102	5.550877	-0.39099327	2.4485364	2509.7207	38.96037	35.250565	-0.52347094	0.08651954	367.0020522	852.32095608	2018.62040953	2193.00090533	3365.21448806	5315.69153969	1.62608165e+09	4.17079248e+09	1.18664611e+10
1030	5.3626194	0.21901155	2.7683377	29650.031	217.47966	197.25084	-0.01099719	0.39480412	6.56294382	11.71875704	23.92904308	425.65329436	657.79302221	1039.52338289	1700129.65537606	3338640.97296516	7328376.92503646
1031	1.45599	-0.5826979	0.5575094	6256.3027	58.18344	33.616444	0.9655971	-0.024374405	14.42966634	26.39944952	60.59907206	1567.77517319	2408.22068435	3823.86297785	27749233.13887439	58019368.42168181	1.68024629e+08
1032	2.5012894	0.1866293	0.26902112	11165.224	87.350494	55.6059	0.2786588	-0.38354835	336.13518495	580.66290205	1075.00560261	865.41009643	1337.09936427	2135.49424059	2.09956161e+08	4.11506776e+08	8.70299732e+08
1033	4.3375435	-0.19699651	0.80269855	427.1018	28.296667	17.109152	0.038583536	-0.0066815037	2882.05473841	5121.15088556	9667.85543104	1417.9968134	2159.79368621	3350.49216789	4.72387333e+09	8.56372728e+09	1.75749735e+10
1034	4.5515656	0.53934723	0.74777585	1433.3691	27.147255	27.114204	-0.14538194	0.09039592	24.54021599	49.45808275	137.96962838	973.262835	1495.58882391	2372.50291474	27698753.60897413	62300656.56720425	1.96842726e+08
1035	1.770611	-0.63448876	2.0086808	4874.8223	63.3278	54.945496	0.51889527	0.020093152	21.24630749	35.81042212	67.31110773	635.01057926	981.16607858	1581.95717172	11106335.11930034	20739345.46468402	44593392.90718027
1036	3.793203	0.30909646	1.5052423	985.4951	59.874546	48.025196	-0.5683192	-0.8213494	5.92562607	10.34554475	20.03576965	656.04833717	1011.78004629	1618.55298633	3624722.64879925	7006902.20227925	15701361.40202856
1037	5.8133235	-0.07955121	0.7574432	8416.986	97.01939	83.49916	-0.1669993	0.55124664	2437.40022873	5616.92914201	12698.02204141	2497.45301146	3843.89637462	6103.7328393	1.17903969e+10	2.94121959e+10	7.47812347e+10
1038	3.6426125	0.28974336	1.1962463	15592.47	204.25452	143.43747	0.18229216	-0.18432014	3577.96414295	7216.9085698	13821.38350645	1969.7896084	3007.87558303	4704.8807552	1.12112528e+10	2.34776657e+10	4.94814397e+10
1039	5.191709	1.4358681	1.4863603	13928.997	6.4063807	3.6357918	0.7805527	0.36189634	47.82821839	80.0792844	144.53700014	1507.21234836	1967.45280401	2692.44985413	15925295.55546632	37959884.05990496	98638599.2263216
103	2.336424	0.53639865	2.625821	3984.4524	27.565376	13.616301	0.06344636	-0.28989947	1999.48045596	3684.54581542	8166.23369978	634.03860962	976.40658867	1540.25556014	7.91936951e+08	1.5559239e+09	3.48019102e+09
1040	0.8856671	-0.5973612	2.5951731	4888.9404	36.179333	34.87362	-0.07057908	0.010835718	4.27240882	8.72681207	34.85634816	1132.04155664	1764.97383438	2996.99422194	6190896.60968274	14664724.11135432	78480424.19938694
1042	4.593389	0.88112694	0.63536596	1898.2372	20.413021	19.293646	0.039243005	-0.0669454	1011.27130705	2235.59929719	5094.92788056	1341.66839268	2053.58882332	3225.06336405	1.5543718e+09	3.87494389e+09	1.01118883e+10
1043	0.45665875	0.47969168	2.8948286	7065.792	25.09898	17.944674	0.37462902	-0.038721334	488.14197017	1064.49272943	2407.01187012	3253.87992455	4986.27807343	7851.12644557	4.19915581e+09	9.67858609e+09	2.40255866e+10
1044	4.4279	0.019814104	0.7748909	14240.176	107.47034	95.229126	0.032080416	-0.71819293	39.73542231	86.85996481	331.89021677	1111.89653568	1706.9820925	2703.08558748	63873154.78168461	1.59936372e+08	6.04659241e+08
1045	5.1074057	0.6964976	0.5061531	17756.66	100.73957	61.778255	0.1771739	0.051958185	289.97727493	771.95421793	1957.55131183	3619.97054091	5556.02530408	8812.67842308	3.09266268e+09	8.12765745e+09	2.27325548e+10
1046	1.0700322	-1.2115853	2.398039	10341.722	157.58624	130.46956	0.3719065	0.024375575	2726.61152	7308.5562444	15860.90573795	2884.24620957	4430.22048044	7003.42244995	1.49653991e+10	4.46083542e+10	1.10261681e+11
1048	6.1616917	-0.4667242	1.6436563	787.41736	6.4752593	5.9778233	-0.74763197	-0.2984273	1299.61855962	3193.96403991	8812.32429383	1039.72271139	1608.83475886	2584.09180851	1.02169741e+09	3.11733619e+09	1.13023489e+10
1049	3.7005775	0.8673133	0.14236018	13599.38	103.31515	81.3876	-0.087067746	-0.07653977	138.36121448	246.58966485	494.98374886	1375.83559793	2118.54463117	3379.03807944	3.00714997e+08	5.8336204e+08	1.29377144e+09
104	3.2130477	-1.008214	2.4053838	1751.5531	30.29526	24.449478	0.6918302	0.03572686	90.43679485	168.35037726	436.79191498	752.05166274	1162.97770441	1889.17885669	61446980.7976462	1.29730848e+08	4.20284109e+08
1050	1.2271314	0.14646433	2.610178	2362.0608	26.993889	23.311234	-0.4915101	0.6064541	1599.24562079	2770.81245176	5267.27607309	3397.76981254	5187.0691742	8090.32915299	1.31495264e+10	2.42440114e+10	5.0963574e+10
1051	6.0644064	0.29408595	2.7221258	6308.462	28.358234	23.839853	0.8932088	-0.019204108	131.75505828	245.19252536	502.32551506	1369.19527872	2102.72619009	3330.29750816	3.02946544e+08	5.98622514e+08	1.39987912e+09
1052	3.4667993	0.70267713	1.8973385	9905.596	150.09254	127.38672	0.2614228	0.061620522	20.15875977	39.94766536	82.68885267	434.95462702	670.94069795	1236.76974956	1006219.26337941	2438161.39596465	7711840.36007019
1053	3.88438	-0.030343957	0.5833612	6254.5625	32.30819	21.477625	-0.11494415	-0.5551664	276.97121233	596.62349522	1318.56971208	3312.76239442	5075.89233861	7992.44996271	2.57585699e+09	5.77427681e+09	1.40295725e+10
1054	1.8088491	1.0752516	1.6256669	4521.253	68.65	43.528667	0.546856	-0.732816	69.67964705	134.02708279	294.55392243	1357.12868247	2085.78314816	3313.16515987	1.48573527e+08	3.07585685e+08	7.79968602e+08
1055	0.10291365	0.12019046	2.7417147	4858.964	33.254543	29.050854	0.13611463	-0.209951	365.62766733	713.21078569	1584.02620013	2032.7302426	3109.16191111	4884.23092234	1.60051476e+09	3.29068105e+09	7.38736753e+09
1056	0.7493456	0.5190629	2.8351085	4973.171	37.7848	16.357237	0.07687654	-0.0024227796	931.55268108	7246.19877112	24801.55987149	2865.83311321	4238.92604472	6263.48894596	4.47811556e+09	3.78982476e+10	1.30881357e+11
1057	1.6033505	1.0676333	2.2002766	3189.9026	16.84182	14.556362	0.6085787	0.03397488	9.66028559	17.12135611	34.477144	535.77222622	823.2892784	1306.68571136	4987518.33316559	9839320.35653089	23150719.95533361
1058	5.8990216	-0.33077687	1.712004	2939.6667	24.496668	15.340659	0.65229905	0.16638383	10445.2192626	17082.3953767	27865.76752382	1348.77336103	2042.42040225	3151.29300889	1.37501372e+10	2.10699486e+10	3.32207984e+10
1059	4.3084683	-0.849345	0.9668579	4568.992	76.97735	39.4773	0.28961357	0.31227273	3.83024879	7.23482961	18.43157437	635.90869771	978.0878183	1556.30845349	2055681.2027905	4417449.78650605	13213047.54395246
105	4.942465	-0.492096	1.4087476	3582.4756	57.52042	41.671925	0.08707249	0.08386941	3005.27206619	7043.6752237	14640.89162948	2271.34893949	3458.21630846	5374.65159242	1.0720241e+10	2.50690728e+10	5.71691095e+10
1060	5.5145845	-0.95548373	0.52150536	9427.764	77.60788	63.54759	-0.44869766	-0.21547411	342.41706813	1039.31473275	2748.17485169	3334.58695813	5129.53238101	8146.93504497	3.17924023e+09	1.01986475e+10	2.98548579e+10
1062	0.5547162	-0.94297737	1.3724335	4632.2476	45.081116	24.19246	0.14821546	-0.5688524	138.68790481	239.83688826	462.22395981	804.74103959	1238.49770755	1969.33827066	96056127.65596628	1.98962472e+08	4.52984719e+08
106	4.9916134	-1.0341151	0.7100522	2289.4292	11.399251	9.055257	0.7478456	-0.12817587	17.68352276	31.92267613	67.39452087	681.95289212	1055.59900258	1712.84866639	11339380.76685235	23408001.97003314	61183152.04439765
107	1.1957101	0.090574116	1.9721644	4099.448	66.44239	40.335148	0.68279576	0.30295688	1309.46479978	2359.70113653	4696.70272047	1947.33041824	2980.07738898	4689.04675968	4.21222209e+09	8.09414531e+09	1.69665732e+10
108	0.05580964	0.9698884	2.7723927	2404.408	16.136894	15.799448	0.25633696	-0.02302334	171.75509713	435.98078889	2477.15650009	1418.16310668	2184.36787111	3485.35793163	3.41578683e+08	1.02606176e+09	6.62104607e+09
109	3.4416523	-0.012937333	0.32578218	26086.736	85.2983	84.91002	0.5406616	0.0022207813	496.56040489	1574.71252086	5580.77781661	913.9274235	1405.27954801	2232.38481105	4.33214762e+08	1.53584996e+09	6.03051159e+09
10	2.4494884	0.6717112	3.0420277	7064.6855	56.11006	47.709	-0.031613585	-0.30814648	401.78165681	757.28024458	1495.47461863	2430.0756651	3743.50832392	5964.48740382	2.2712219e+09	4.73928621e+09	1.07517701e+10
111	0.6697741	-0.08590635	1.4210047	3120.7014	20.291939	19.729877	-0.049959205	0.6097081	130.79280096	256.5890442	621.54226289	2067.64729016	3173.53689392	5015.33393948	5.8789074e+08	1.23939979e+09	3.39363536e+09
11299	2.8785753	-0.18872917	0.5104189	2102.333	39.146114	9.057086	0.49294585	0.019232102	8537.59140675	16571.24040986	30465.20172566	1018.48067328	1567.53917957	2497.3041184	1.23305986e+10	2.59070656e+10	5.045944e+10
112	5.8659987	-0.7166426	2.5530488	5012.929	65.32459	21.7429	-0.03595964	0.1741529	58.42460054	100.88362891	201.50247678	351.56613153	541.83861444	868.6469981	8838072.97690178	17156123.36613042	41095077.68827519
11300	1.0227973	0.20543385	2.2032585	4141.7935	65.5874	47.51783	0.14590982	0.07850201	3.72795027	6.54820644	12.91248827	495.82136326	763.16307159	1217.24989221	1646489.85360543	3237119.98859864	7536555.67515922
11301	1.8137728	0.094922714	0.10008936	4690.0176	41.467297	36.621193	-0.3350131	-0.020543475	688.99261496	1292.96119775	2600.97120795	2546.27788202	3886.0801839	6084.8646652	3.09827421e+09	6.74351451e+09	1.55457014e+10
11302	3.1775613	-0.51758724	1.919765	22531.514	30.275503	17.515026	0.016451037	-0.5711181	17.55118608	31.40008099	68.21797664	250.68399782	396.55725055	714.23475018	710541.08753513	1411000.93417237	3236756.26961805
11303	0.92145264	0.06532009	2.5949297	2467.4812	34.063477	22.821987	-0.091588244	-0.044188015	32.06161593	52.87386724	94.52810182	876.148818	1354.02552563	2179.51825915	29773442.59744601	56393231.18074579	1.23189062e+08
11304	4.3433814	1.2823775	2.2431808	3315.5903	73.26372	49.497704	0.322067	0.64710355	347.14378127	675.90565688	2571.24692094	973.57820273	1526.18241624	2496.35392215	3.24704781e+08	7.17262441e+08	3.32372575e+09
11306	2.5702777	-0.27558336	1.5886369	2254.89	33.488697	29.298859	0.41345105	-0.70649725	10070.77301876	16557.14091521	27378.2927647	987.0888192	1491.29597865	2293.1550912	7.10027617e+09	1.09008689e+10	1.72701409e+10
11308	0.6186638	-0.10389867	2.1814644	1808.6147	52.299393	17.607023	-0.051026247	-0.043450523	12.82988102	24.74407543	97.95068	502.00842463	781.26462753	1304.25498934	4152091.63299373	9105461.16577369	53436610.44174989
11309	3.0142412	-1.1404598	1.1651134	855.53436	20.54563	14.385357	-0.4729339	0.8418637	138.70558482	360.38378798	1435.19279458	417.87125336	648.5925629	1061.14268345	18589792.29711804	57200274.84388538	2.71748074e+08
11311	5.900401	-0.8709459	2.7039566	10756.181	79.962265	41.417343	0.5280457	0.08730214	3.27445455	5.95490687	12.20395427	499.30817434	768.39916063	1226.00595829	927467.85515174	1897757.16631194	4749432.71752767
11312	3.519825	0.20461433	0.5369951	7110.6724	68.81191	66.17763	-0.937918	-0.014548769	21.17875652	43.62638261	101.4082079	1092.72431592	1674.74232458	2634.41990976	26841196.306561	55454790.82741491	1.32798722e+08
11313	1.0648638	-0.3147742	0.74086255	5355.968	33.97369	29.856318	0.49390525	0.024013795	6.94419021	12.73167887	30.99607097	555.86696899	864.34351338	1443.76266466	3451511.09067117	7152122.56024006	21089056.29485089
11314	2.4730792	-0.61135453	0.76420325	13363.084	105.8829	73.02434	-0.36392802	0.2742961	222.39012473	473.44928839	1124.05095462	1122.91649334	1722.63641291	2720.32845196	3.20493906e+08	7.33537976e+08	2.0006715e+09
11315	2.327989	-0.4015666	2.596617	2266.4622	18.879467	13.631433	2.0832085e-06	-0.11712922	5.09539476	8.83065803	16.67905723	127.03378159	195.34515872	310.6034835	85276.23044032	163854.29110859	359737.71215037
11316	4.736056	0.86292267	1.404455	2266.5276	72.726776	56.13448	0.21177274	-0.0041676117	2297.97502104	4246.45470506	8759.61664995	306.65024596	467.48546761	727.18049577	1.28182493e+08	2.36448737e+08	4.81038625e+08
11317	5.2016373	-0.10647687	2.9268973	1409.357	41.543102	16.472637	0.14999661	-0.08051231	22.63373992	46.9557282	147.41344052	951.23843186	1461.97504054	2322.1040338	28334425.79086485	64323332.28756836	2.14521344e+08
11318	4.4567976	-0.078688964	1.3145208	4668.136	41.296738	18.830198	0.1422539	0.4730576	48.38603939	84.69040131	177.99906366	738.8519926	1140.63595145	1836.58343703	36959160.4732203	73155971.83287646	1.90738893e+08
11320	1.4934525	-0.35160556	0.557908	2276.8372	11.655222	11.275693	0.17006478	-0.03224192	4.48851404	8.01087931	16.66397601	984.26190624	1512.06000196	2398.80272787	6639324.97328083	13232888.24170457	32451896.06008597
11321	6.16671	1.4869883	2.9487388	2469.934	47.90233	17.757624	-0.082980566	-0.72137946	191.35174543	381.28253772	845.87442471	1429.03031261	2194.74558559	3481.72467977	5.12689475e+08	1.10135828e+09	2.65679298e+09
11322	4.158423	1.0833942	1.9434116	2918.9292	34.3641	31.663958	-0.27061936	-0.07907446	722.99811198	1543.80414402	3402.33196371	3733.28015182	5723.4728049	9019.79574968	7.22545415e+09	1.68080529e+10	4.26836305e+10
11323	6.2357335	-0.47563332	2.0140114	646.2287	21.052225	3.202016	-0.13166277	-0.5940041	60.31037415	380.4358991	1198.20369295	1329.2487906	2166.17052764	3576.15403943	74476995.35367763	7.36595012e+08	3.03712125e+09
11324	0.8642618	0.15806751	1.8987393	703.53406	5.548999	5.545285	0.14589714	-0.30980426	392.5936803	934.9948289	2111.88893835	2203.1250615	3409.30125613	5483.05812605	1.74169695e+09	4.42957056e+09	1.1379802e+10
11325	4.0048485	0.40521762	2.7333007	20511.822	97.04941	95.91013	0.07663019	-0.18894213	1773.40187968	3487.77068749	7002.62460346	1885.76779009	2874.68676979	4470.40327787	4.35344944e+09	8.95492899e+09	1.99722503e+10
11326	5.264726	0.42596608	2.4321768	6282.1685	80.00071	69.42694	0.1831051	0.40662375	1780.77566225	3630.86767495	8151.62543788	3472.10954774	5314.44472953	8353.8647351	1.45932763e+10	3.05160507e+10	7.87664449e+10
11327	5.2459564	-0.40538487	2.724334	1955.2388	5.035816	3.3527808	0.42810172	0.22750083	381.98107106	846.86398161	2021.13355721	1103.8833309	1694.24198699	2675.49925156	3.87215321e+08	9.60574101e+08	2.64078299e+09
11328	5.3811135	0.7870956	1.4831536	1193.9272	10.610286	9.854674	0.42517164	-0.34798864	1313.99591419	2382.8943924	4468.29181516	3509.96625015	5351.66130384	8326.38276019	1.03726874e+10	1.9569764e+10	4.07203644e+10
11329	0.9462387	-0.66882545	1.0940597	2003.0475	38.35071	21.936144	-0.5123188	-0.54900527	985.46757898	2880.18312945	7187.95991225	1067.21966785	1603.2147113	2447.42034264	7.60025733e+08	2.61970264e+09	7.59026497e+09
11330	3.7068193	-0.6387524	1.554668	2101.3909	22.02436	19.688305	0.018224252	-0.26734838	5.85441439	10.25262501	19.97963642	556.12986027	856.57895374	1368.58218919	3360311.41039019	6575325.03504091	15059829.79642365
11331	5.441794	0.50366914	0.4537522	6389.424	133.75261	115.54401	0.14373386	-0.011521856	1217.9039757	3695.45313327	9548.69613979	2237.61442791	3416.87091821	5386.51609897	4.72124286e+09	1.62134338e+10	4.88483098e+10
11332	3.903071	0.3709292	2.4914455	15123.177	132.97272	116.60049	0.31026644	0.31963995	17.96041219	33.74043465	74.12986711	354.52557725	582.79889454	985.7932898	2834606.63218907	5657370.92816317	13373309.70397171
11333	0.9348175	-0.21189506	2.4995835	2498.3328	19.391487	12.525169	-0.024405014	-0.059334736	25.82789079	46.54700585	99.42046946	1387.57180674	2132.0248293	3376.38204708	56808076.67225718	1.13998402e+08	2.76534009e+08
11334	4.8805914	-0.42347068	0.3644249	7256.4844	72.68342	69.48226	0.25263184	-0.020459684	2053.66528408	4822.95867269	11933.82100935	1793.4001948	2757.0830273	4376.03792252	5.18557649e+09	1.43999475e+10	4.18922791e+10
11335	1.2773061	-0.7424841	0.82044923	11035.704	52.337902	48.027596	0.8725454	0.060838804	4785.66878239	9008.46364213	16676.62373717	1933.83070551	2948.55027644	4601.20445704	1.44645664e+10	2.79220348e+10	5.46173616e+10
11336	1.6808718	0.94992745	0.6873038	7057.4883	29.712967	25.275255	0.12650512	0.0885391	1.52138489	2.79466066	6.71899852	545.49413356	841.78280748	1353.48236868	776441.89488835	1620618.59681256	4724379.76522673
11337	3.2538455	-0.02504216	2.5915797	1984.1558	29.815268	17.60272	-0.24194415	0.31407762	663.38792127	1306.57025986	3352.44412583	2736.99703232	4190.0466575	6590.30381658	4.04698345e+09	8.19789021e+09	2.29434608e+10
11338	4.467164	0.47747627	0.16463116	5178.736	22.16875	14.661149	-0.10233892	0.033375908	110.9291249	277.30069898	984.97479036	2374.72813169	3639.45503451	5731.55465719	5.54348125e+08	1.50498092e+09	5.97332229e+09
11339	1.3735682	-1.1156574	0.6247338	3150.1902	48.71718	33.988495	0.096030936	-0.021791875	661.26146249	1384.13235708	3140.35507138	3287.93941626	5018.89140962	7855.64799972	5.15857291e+09	1.19094003e+10	3.05821312e+10
11340	2.3321621	-0.58617455	2.0896492	3169.8865	20.32425	18.41425	0.028559485	-0.15458527	180.79714014	303.28697497	557.85237608	2238.85776255	3441.39089506	5460.29177556	8.24415472e+08	1.53738023e+09	3.36213973e+09
11341	6.083055	1.1915323	0.82651556	7927.401	27.405252	19.712408	0.86347675	-0.015832582	2449.94823855	6085.36827427	14566.01307774	3441.96169644	5230.51050893	8106.09227126	1.84765133e+10	5.11353226e+10	1.47745465e+11
11342	0.05257721	-0.6721463	0.46860912	9895.732	74.2144	73.78408	0.008894765	-0.21956886	5061.38970444	10208.23080543	19101.568212	2970.25471801	4496.03168075	6943.33436066	2.48054133e+10	5.51447044e+10	1.16272146e+11
11343	0.69330263	-0.47882366	1.9557087	4876.426	41.641907	40.553215	-0.010541205	0.05758953	3129.79406644	6336.99529956	12486.79300763	2638.59261328	4046.26731869	6379.22391039	1.79046072e+10	3.79259832e+10	8.10645409e+10
11344	1.6539274	0.81663954	2.7919593	6495.09	49.80992	41.841923	0.31950304	0.014539009	884.16645638	1773.68990934	4010.11124376	3370.35967945	4996.64546391	7575.3211096	4.30654742e+09	1.02551191e+10	2.88020701e+10
11346	0.37159094	-0.9827214	2.6729307	4349.9673	72.18875	50.57586	-0.21530092	0.2511784	27.38919397	78.95634849	277.91397651	1125.91344427	1735.65648264	2740.32884423	47695255.0791854	1.42959622e+08	4.73341884e+08
11347	4.1578913	-1.2250285	0.66265106	13943.979	111.41545	68.44231	-0.0654892	-0.06654943	126.58695601	277.232801	940.83024035	1200.7516607	1876.27748016	3154.90290428	1.53153563e+08	3.67069383e+08	1.85384951e+09
11348	3.4648254	1.0859891	2.118977	14043.523	200.73187	79.47537	0.15689225	-0.2083836	2752.82599446	5730.21367051	12241.92258451	1990.51086815	3051.87237262	4820.01705306	9.02321844e+09	2.0699028e+10	5.01753169e+10
11349	3.9080367	-0.99538475	0.07675666	647.9279	45.591164	33.84582	0.31013912	0.20644249	30.09576682	56.55373846	134.18156669	1013.83398404	1598.83714723	2941.21217505	30752030.9413714	64074992.22307825	2.68817848e+08
11350	1.5253778	-0.2870505	0.37249422	3636.8335	109.30434	79.65439	-0.013049045	-0.1972596	20.25786558	36.22729901	72.79715699	598.74290047	920.07227806	1460.30035453	10287784.9879975	20392990.99378232	47505302.24013992
11351	6.104022	-0.9725779	2.8088555	6320.17	58.64969	35.713036	0.11915993	0.15236343	67.31281837	177.35978017	462.17397314	184.00236977	286.39908337	473.45960565	1501054.7140012	4758021.76245232	15971666.98077299
11352	2.7268343	-0.8015909	1.2648509	7622.611	44.443394	41.22249	0.30735102	-0.63526773	1844.35370097	3466.4825346	7180.70954923	2432.86540357	3711.91664147	5781.52708676	9.09600768e+09	1.74301494e+10	3.63893994e+10
11353	3.5165193	-0.8464445	0.43316603	3320.318	42.02558	39.498894	0.2945435	0.67295825	58.33227578	107.55718282	258.88631645	986.15262771	1516.83726359	2404.78714747	74523049.7695425	1.51414845e+08	4.06477012e+08
11354	2.896425	-0.10159891	2.8703973	6039.8276	20.636953	17.936853	0.14065175	0.8140206	100.62624802	181.39530515	429.54554756	645.41227597	999.39255887	1629.721447	51767224.46398263	1.06960139e+08	3.19183498e+08
11355	4.867509	-1.0946887	1.8951614	1895.6143	13.38959	13.20099	-0.25502262	-0.5551342	1385.25645969	2496.53069879	5046.72521656	3544.58630022	5395.09296362	8386.19207328	1.14442959e+10	2.14385189e+10	4.60028762e+10
11357	1.3087461	0.3238697	2.6665874	6312.0605	47.45788	30.987354	0.672874	0.14238708	6635.2782798	10958.58815601	18590.34187304	1148.15992802	1752.04131124	2729.75314001	6.43287873e+09	1.09440273e+10	1.99782129e+10
